

Problem
  Name                   :                 
  Objective sense        : min             
  Type                   : LO (linear optimization problem)
  Constraints            : 4951            
  Cones                  : 0               
  Scalar variables       : 101             
  Matrix variables       : 0               
  Integer variables      : 100             

Optimizer started.
Mixed integer optimizer started.
Threads used: 6
Presolve started.
Presolve terminated. Time = 0.11
Presolved problem: 101 variables, 4951 constraints, 14950 non-zeros
Presolved problem: 0 general integer, 100 binary, 1 continuous
Clique table size: 0
BRANCHES RELAXS   ACT_NDS  DEPTH    BEST_INT_OBJ         BEST_RELAX_OBJ       REL_GAP(%)  TIME  
0        45       1        0        -4.4501710115e-01    -3.5003347575e+00    686.56      3.3   
0        46       1        0        -4.4501710115e-01    -3.4964341532e+00    685.69      3.3   
Cut generation terminated. Time = 2.28
0        48       1        0        -4.4501710115e-01    -3.4933725239e+00    685.00      3.3   
0        59       1        0        -4.4501710115e-01    -3.4933725239e+00    685.00      3.6   
8        70       1        0        -4.4501710115e-01    -3.4933725239e+00    685.00      3.7   
19       81       1        0        -4.4501710115e-01    -3.4933725239e+00    685.00      3.7   
37       99       1        0        -4.4501710115e-01    -3.4933725239e+00    685.00      3.8   
67       129      1        0        -4.4501710115e-01    -3.4933725239e+00    685.00      3.8   
115      177      1        0        -4.4501710115e-01    -3.4933725239e+00    685.00      3.8   
211      273      1        0        -4.4501710115e-01    -3.4933725239e+00    685.00      3.9   
222      284      12       3        -4.4501710115e-01    -3.4918189310e+00    684.65      4.0   
247      307      31       6        -4.4501710115e-01    -3.4901342077e+00    684.27      4.1   
277      337      47       9        -4.4501710115e-01    -3.4884522552e+00    683.89      4.2   
319      379      55       13       -4.4501710115e-01    -3.4884522552e+00    683.89      4.2   
373      433      53       17       -4.4501710115e-01    -3.4884522552e+00    683.89      4.3   
421      481      53       21       -4.4501710115e-01    -3.4884522552e+00    683.89      4.4   
469      529      53       25       -4.4501710115e-01    -3.4884522552e+00    683.89      4.4   
517      577      57       29       -4.4501710115e-01    -3.4884522552e+00    683.89      4.5   
571      631      55       34       -4.8114687873e-01    -3.4884522552e+00    625.03      4.5   
625      683      63       38       -4.8114687873e-01    -3.4884522552e+00    625.03      4.6   
685      743      69       43       -4.8114687873e-01    -3.4884522552e+00    625.03      4.7   
751      809      77       49       -4.8114687873e-01    -3.4884522552e+00    625.03      4.8   
823      881      91       55       -4.8114687873e-01    -3.4884522552e+00    625.03      4.9   
913      971      107      62       -4.8114687873e-01    -3.4884522552e+00    625.03      5.0   
1015     1073     107      71       -4.8114687873e-01    -3.4884522552e+00    625.03      5.1   
1117     1175     109      79       -4.8114687873e-01    -3.4884522552e+00    625.03      5.2   
1225     1283     109      88       -5.0928598044e-01    -3.4884522552e+00    584.97      5.4   
1333     1387     123      17       -5.0928598044e-01    -3.4813654285e+00    583.58      5.5   
1447     1501     139      24       -5.0928598044e-01    -3.4803983002e+00    583.39      5.7   
1577     1631     157      31       -5.0928598044e-01    -3.4795358407e+00    583.22      5.9   
1722     1776     182      34       -5.0928598044e-01    -3.4743626169e+00    582.20      6.1   
1882     1936     252      39       -5.0928598044e-01    -3.4720570942e+00    581.75      6.3   
2074     2128     360      44       -5.0928598044e-01    -3.4652658738e+00    580.42      6.6   
2076     2139     360      44       -5.0928598044e-01    -3.4652658738e+00    580.42      6.7   
2093     2156     360      44       -5.0928598044e-01    -3.4652658738e+00    580.42      6.8   
2105     2168     360      44       -5.0928598044e-01    -3.4652658738e+00    580.42      6.8   
2129     2192     360      44       -5.0928598044e-01    -3.4652658738e+00    580.42      6.8   
2159     2222     360      44       -5.0928598044e-01    -3.4652658738e+00    580.42      6.8   
2213     2274     360      44       -5.0928598044e-01    -3.4652658738e+00    580.42      6.9   
2315     2376     360      44       -5.0928598044e-01    -3.4652658738e+00    580.42      6.9   
2514     2575     455      23       -5.0928598044e-01    -3.4606063306e+00    579.50      7.2   
2699     2760     544      30       -5.0928598044e-01    -3.4554751484e+00    578.49      7.5   
2909     2970     616      39       -5.0928598044e-01    -3.4433459243e+00    576.11      7.8   
3130     3191     663      48       -5.0928598044e-01    -3.4271163326e+00    572.93      8.0   
3378     3439     697      68       -5.0928598044e-01    -3.4271151921e+00    572.93      8.3   
3609     3670     778      90       -5.0928598044e-01    -3.4271151921e+00    572.93      8.6   
3820     3881     871      56       -5.0928598044e-01    -3.4094674823e+00    569.46      8.8   
4035     4096     992      67       -5.0928598044e-01    -3.3654690059e+00    560.82      9.1   
4264     4325     1069     79       -5.0928598044e-01    -3.2771538784e+00    543.48      9.4   
4495     4556     1174     70       -5.0928598044e-01    -2.7933062392e+00    448.47      9.7   
4497     4567     1174     70       -5.0928598044e-01    -2.7933062392e+00    448.47      9.7   
4510     4580     1174     70       -5.0928598044e-01    -2.7933062392e+00    448.47      9.7   
4530     4599     1174     70       -5.0928598044e-01    -2.7933062392e+00    448.47      9.7   
4547     4615     1174     70       -5.0928598044e-01    -2.7933062392e+00    448.47      9.7   
4565     4633     1174     70       -5.0928598044e-01    -2.7933062392e+00    448.47      9.7   
4595     4663     1174     70       -5.0928598044e-01    -2.7933062392e+00    448.47      9.7   
4617     4685     1174     70       -5.0928598044e-01    -2.7933062392e+00    448.47      9.7   
4635     4703     1174     70       -5.0928598044e-01    -2.7933062392e+00    448.47      9.7   
4659     4727     1174     70       -5.0928598044e-01    -2.7933062392e+00    448.47      9.7   
4671     4739     1174     70       -5.0928598044e-01    -2.7933062392e+00    448.47      9.7   
4684     4750     1174     70       -5.0928598044e-01    -2.7933062392e+00    448.47      9.7   
4934     5000     1244     87       -5.0928598044e-01    -2.7774155736e+00    445.35      10.1  
5174     5240     1322     80       -5.0928598044e-01    -2.7377917168e+00    437.57      10.4  
5429     5495     1353     31       -5.0928598044e-01    -2.7312171953e+00    436.28      10.7  
5680     5744     1386     57       -5.0928598044e-01    -2.7303316201e+00    436.11      10.9  
5942     6006     1392     79       -5.0928598044e-01    -2.7303316201e+00    436.11      11.2  
6200     6264     1408     67       -5.0928598044e-01    -2.7303316201e+00    436.11      11.5  
6445     6509     1435     78       -5.0928598044e-01    -2.7256941583e+00    435.20      11.8  
6690     6754     1476     59       -5.0928598044e-01    -2.7256941583e+00    435.20      12.1  
6943     7007     1501     48       -5.0928598044e-01    -2.7181479149e+00    433.72      12.4  
7193     7257     1537     21       -5.0928598044e-01    -2.7181479149e+00    433.72      12.7  
7443     7507     1557     44       -5.0928598044e-01    -2.7181479149e+00    433.72      13.0  
7680     7744     1594     66       -5.0928598044e-01    -2.7181479149e+00    433.72      13.3  
7930     7994     1622     89       -5.0928598044e-01    -2.7181479149e+00    433.72      13.6  
8171     8235     1673     55       -5.0928598044e-01    -2.7181479149e+00    433.72      13.9  
8418     8482     1714     66       -5.3443820132e-01    -2.7126291263e+00    407.57      14.2  
8662     8726     1762     64       -5.3443820132e-01    -2.7044502793e+00    406.04      14.5  
8921     8985     1803     32       -5.3443820132e-01    -2.7039526155e+00    405.94      14.8  
9171     9234     1859     52       -5.4748065859e-01    -2.7039526155e+00    393.89      15.1  
9406     9469     1920     71       -5.4748065859e-01    -2.7039526155e+00    393.89      15.4  
9650     9713     1992     91       -5.4748065859e-01    -2.7039526155e+00    393.89      15.7  
9915     9978     2035     85       -5.4748065859e-01    -2.6363609382e+00    381.54      16.0  
10180    10243    2048     63       -5.4748065859e-01    -2.6363609382e+00    381.54      16.3  
10440    10502    2106     65       -5.5491148910e-01    -2.6363609382e+00    375.10      16.6  
10697    10759    2185     85       -5.5491148910e-01    -2.6363609382e+00    375.10      16.9  
10960    11022    2224     86       -5.5491148910e-01    -2.5587152988e+00    361.10      17.2  
11226    11288    2220     87       -5.5491148910e-01    -2.5587152988e+00    361.10      17.5  
11489    11551    2267     75       -5.5491148910e-01    -2.5587152988e+00    361.10      17.8  
11756    11816    2286     98       -5.5491148910e-01    -2.5587152988e+00    361.10      18.1  
12018    12078    2360     90       -5.5491148910e-01    -2.5587152988e+00    361.10      18.4  
12312    12340    2370     82       -5.5491148910e-01    -2.5034547338e+00    351.14      18.7  
12579    12604    2377     87       -5.5491148910e-01    -2.5034547338e+00    351.14      19.0  
12836    12861    2422     76       -5.5491148910e-01    -2.5034547338e+00    351.14      19.3  
13103    13126    2433     78       -5.5491148910e-01    -2.4651348809e+00    344.24      19.6  
13368    13388    2470     59       -5.5491148910e-01    -2.4651348809e+00    344.24      19.9  
13621    13640    2473     81       -5.5491148910e-01    -2.4651348809e+00    344.24      20.2  
13886    13903    2500     59       -5.5491148910e-01    -2.4651348809e+00    344.24      20.5  
14150    14167    2518     80       -5.5491148910e-01    -2.4651348809e+00    344.24      20.8  
14417    14434    2545     87       -5.5491148910e-01    -2.4484118721e+00    341.23      21.1  
14683    14696    2559     44       -5.5491148910e-01    -2.4194728522e+00    336.01      21.4  
14948    14959    2574     65       -5.5491148910e-01    -2.4194728522e+00    336.01      21.7  
15215    15224    2591     85       -5.5491148910e-01    -2.4194728522e+00    336.01      22.0  
15481    15489    2607     88       -5.5491148910e-01    -2.4014562717e+00    332.76      22.3  
15746    15753    2620     52       -5.5491148910e-01    -2.3636839318e+00    325.96      22.6  
16009    16016    2631     73       -5.5491148910e-01    -2.3636839318e+00    325.96      22.9  
16273    16280    2639     96       -5.5491148910e-01    -2.3636839318e+00    325.96      23.2  
16540    16547    2644     70       -5.5491148910e-01    -2.3311821184e+00    320.10      23.5  
16806    16813    2646     92       -5.5491148910e-01    -2.3311821184e+00    320.10      23.8  
17067    17074    2647     88       -5.5491148910e-01    -2.3008252405e+00    314.63      24.1  
17333    17339    2661     19       -5.5491148910e-01    -2.3008252405e+00    314.63      24.4  
17602    17607    2654     42       -5.5491148910e-01    -2.3008252405e+00    314.63      24.7  
17871    17874    2667     65       -5.5491148910e-01    -2.3008252405e+00    314.63      25.0  
18138    18141    2662     87       -5.5491148910e-01    -2.3008252405e+00    314.63      25.3  
18404    18407    2660     71       -5.5491148910e-01    -2.3008252405e+00    314.63      25.6  
18669    18672    2667     93       -5.5491148910e-01    -2.2984001685e+00    314.19      25.9  
18934    18937    2672     90       -5.5491148910e-01    -2.2461201562e+00    304.77      26.2  
19200    19203    2678     53       -5.5491148910e-01    -2.2461201562e+00    304.77      26.5  
19465    19468    2693     68       -5.5491148910e-01    -2.2162234238e+00    299.38      26.7  
19728    19730    2692     90       -5.5491148910e-01    -2.2162234238e+00    299.38      27.0  
19994    19995    2694     65       -5.5491148910e-01    -2.2162234238e+00    299.38      27.3  
20260    20261    2702     83       -5.5491148910e-01    -2.2162234238e+00    299.38      27.7  
20529    20528    2711     47       -5.5491148910e-01    -2.2162234238e+00    299.38      27.9  
20797    20795    2721     67       -5.5491148910e-01    -2.2162234238e+00    299.38      28.2  
21064    21062    2732     90       -5.5491148910e-01    -2.2162234238e+00    299.38      28.5  
21329    21326    2741     87       -5.5491148910e-01    -2.2162234238e+00    299.38      28.8  
21593    21588    2759     77       -5.5491148910e-01    -2.1863711747e+00    294.00      29.1  
21859    21854    2769     68       -5.5491148910e-01    -2.1863711747e+00    294.00      29.4  
22127    22120    2785     58       -5.5491148910e-01    -2.1863711747e+00    294.00      29.7  
22395    22388    2783     80       -5.5491148910e-01    -2.1863711747e+00    294.00      30.0  
22661    22654    2795     77       -5.5491148910e-01    -2.1863711747e+00    294.00      30.2  
22927    22920    2809     91       -5.5491148910e-01    -2.1863711747e+00    294.00      30.5  
23194    23187    2818     55       -5.5491148910e-01    -2.1863711747e+00    294.00      30.8  
23451    23444    2823     76       -5.5491148910e-01    -2.1863711747e+00    294.00      31.1  
23720    23712    2832     99       -5.5491148910e-01    -2.1863711747e+00    294.00      31.4  
23988    23980    2842     93       -5.5491148910e-01    -2.1626223248e+00    289.72      31.7  
24259    24247    2845     87       -5.5491148910e-01    -2.1626223248e+00    289.72      32.0  
24524    24512    2860     95       -5.5491148910e-01    -2.1598306316e+00    289.22      32.3  
24793    24780    2859     91       -5.5491148910e-01    -2.1598306316e+00    289.22      32.6  
25066    25048    2860     94       -5.5491148910e-01    -2.1598306316e+00    289.22      32.9  
25337    25316    2841     66       -5.6573105607e-01    -2.1598306316e+00    281.78      33.2  
25610    25584    2810     79       -5.9853534617e-01    -2.1598306316e+00    260.85      33.5  
25884    25851    2768     86       -6.1661000000e-01    -2.1598306316e+00    250.27      33.8  
26155    26119    2745     50       -6.1661000000e-01    -1.2240533056e+00    98.51       34.1  
26426    26387    2740     73       -6.1661000000e-01    -1.2240533056e+00    98.51       34.4  
26695    26655    2731     95       -6.1661000000e-01    -1.2240533056e+00    98.51       34.6  
26957    26915    2731     71       -6.1661000000e-01    -1.2240533056e+00    98.51       34.9  
27227    27183    2711     91       -6.1661000000e-01    -1.2240533056e+00    98.51       35.3  
27499    27450    2695     68       -6.1661000000e-01    -1.2240533056e+00    98.51       35.5  
27767    27718    2695     98       -6.1661000000e-01    -1.2240533056e+00    98.51       35.8  
28035    27986    2691     92       -6.1661000000e-01    -1.2240533056e+00    98.51       36.1  
28305    28255    2679     80       -6.1661000000e-01    -1.2240533056e+00    98.51       36.4  
28577    28524    2681     99       -6.1661000000e-01    -1.2240533056e+00    98.51       36.7  
28847    28793    2673     40       -6.1661000000e-01    -1.2240533056e+00    98.51       37.0  
29117    29063    2675     61       -6.1661000000e-01    -1.2240533056e+00    98.51       37.3  
29385    29331    2671     84       -6.1661000000e-01    -1.2240533056e+00    98.51       37.6  
29655    29598    2655     70       -6.1661000000e-01    -1.2240533056e+00    98.51       37.9  
29926    29866    2624     97       -6.1661000000e-01    -1.1878735959e+00    92.65       38.1  
30197    30134    2605     86       -6.1661000000e-01    -1.1878735959e+00    92.65       38.4  
30464    30396    2592     73       -6.2237859083e-01    -1.1878735959e+00    90.86       38.7  
30733    30663    2585     91       -6.2237859083e-01    -1.1878735959e+00    90.86       39.0  
31004    30932    2580     50       -6.2237859083e-01    -1.1878735959e+00    90.86       39.3  
31273    31201    2575     48       -6.2237859083e-01    -1.1878735959e+00    90.86       39.6  
31542    31470    2572     71       -6.2237859083e-01    -1.1878735959e+00    90.86       39.9  
31811    31739    2565     93       -6.2237859083e-01    -1.1878735959e+00    90.86       40.2  
32080    32008    2558     92       -6.2237859083e-01    -1.1198634764e+00    79.93       40.5  
32348    32275    2550     95       -6.2237859083e-01    -1.1198634764e+00    79.93       40.8  
32617    32544    2547     79       -6.2237859083e-01    -1.0834646182e+00    74.08       41.0  
32888    32814    2542     10       -6.2237859083e-01    -1.0647576517e+00    71.08       41.3  
33147    33072    2531     97       -6.2237859083e-01    -1.0647576517e+00    71.08       41.6  
33420    33341    2504     57       -6.2237859083e-01    -1.0647576517e+00    71.08       41.9  
33689    33610    2493     79       -6.2237859083e-01    -1.0647576517e+00    71.08       42.2  
33959    33880    2493     81       -6.2237859083e-01    -1.0647576517e+00    71.08       42.5  
34229    34150    2483     98       -6.2237859083e-01    -1.0647576517e+00    71.08       42.8  
34500    34419    2472     53       -6.2237859083e-01    -1.0647576517e+00    71.08       43.1  
34772    34689    2462     78       -6.2237859083e-01    -1.0647576517e+00    71.08       43.4  
35041    34958    2463     71       -6.2237859083e-01    -1.0647576517e+00    71.08       43.7  
35310    35227    2460     88       -6.2237859083e-01    -1.0647576517e+00    71.08       44.0  
35581    35497    2453     96       -6.2237859083e-01    -1.0647576517e+00    71.08       44.3  
35844    35759    2440     85       -6.2237859083e-01    -1.0647576517e+00    71.08       44.6  
36114    36029    2440     93       -6.2237859083e-01    -1.0647576517e+00    71.08       44.9  
36385    36299    2417     41       -6.2237859083e-01    -1.0647576517e+00    71.08       45.2  
36656    36569    2416     39       -6.2237859083e-01    -1.0647576517e+00    71.08       45.5  
36926    36839    2410     62       -6.2237859083e-01    -1.0647576517e+00    71.08       45.8  
37196    37109    2408     84       -6.2237859083e-01    -1.0255378917e+00    64.78       46.1  
37466    37379    2398     66       -6.2237859083e-01    -1.0255378917e+00    64.78       46.4  
37737    37649    2379     62       -6.2237859083e-01    -1.0255378917e+00    64.78       46.6  
38007    37919    2377     85       -6.2237859083e-01    -1.0255378917e+00    64.78       47.0  
38277    38189    2375     75       -6.2237859083e-01    -1.0110046590e+00    62.44       47.3  
38542    38453    2372     97       -6.2237859083e-01    -1.0110046590e+00    62.44       47.5  
38817    38723    2345     48       -6.2237859083e-01    -9.9535657687e-01    59.93       47.8  
39087    38993    2347     70       -6.2237859083e-01    -9.9535657687e-01    59.93       48.1  
39357    39263    2353     92       -6.2237859083e-01    -9.9535657687e-01    59.93       48.4  
39628    39533    2336     87       -6.2237859083e-01    -9.8564884904e-01    58.37       48.7  
39898    39803    2330     81       -6.2237859083e-01    -9.8564884904e-01    58.37       49.0  
40168    40073    2324     87       -6.2237859083e-01    -9.8564884904e-01    58.37       49.3  
40442    40342    2294     54       -6.2237859083e-01    -9.8564884904e-01    58.37       49.6  
40713    40612    2289     75       -6.2237859083e-01    -9.8564884904e-01    58.37       50.0  
40978    40877    2284     97       -6.2237859083e-01    -9.8233780034e-01    57.84       50.3  
41249    41147    2283     93       -6.2237859083e-01    -9.8233780034e-01    57.84       50.6  
41522    41417    2266     56       -6.2237859083e-01    -9.7506314987e-01    56.67       51.0  
41793    41687    2267     79       -6.2237859083e-01    -9.7506314987e-01    56.67       51.3  
42063    41957    2257     32       -6.2237859083e-01    -9.6558626844e-01    55.14       51.7  
42333    42227    2249     72       -6.2237859083e-01    -9.6558626844e-01    55.14       52.1  
42603    42497    2249     94       -6.2237859083e-01    -9.6558626844e-01    55.14       52.5  
42864    42758    2246     39       -6.2237859083e-01    -9.6558626844e-01    55.14       52.8  
43135    43028    2245     41       -6.2237859083e-01    -9.6558626844e-01    55.14       53.1  
43407    43298    2239     46       -6.2237859083e-01    -9.6558626844e-01    55.14       53.4  
43685    43568    2213     65       -6.2237859083e-01    -9.6558626844e-01    55.14       53.8  
43956    43838    2204     87       -6.2237859083e-01    -9.6558626844e-01    55.14       54.1  
44234    44107    2174     93       -6.2237859083e-01    -9.5705750262e-01    53.77       54.5  
44504    44377    2160     21       -6.2237859083e-01    -9.5244466830e-01    53.03       54.8  
44775    44647    2153     85       -6.2237859083e-01    -9.5244466830e-01    53.03       55.2  
45045    44917    2145     96       -6.2237859083e-01    -9.5244466830e-01    53.03       55.5  
45316    45187    2136     54       -6.2237859083e-01    -9.5244466830e-01    53.03       55.8  
45578    45445    2102     71       -6.2237859083e-01    -9.5244466830e-01    53.03       56.2  
45848    45715    2088     94       -6.2237859083e-01    -9.5244466830e-01    53.03       56.5  
46123    45985    2083     74       -6.2237859083e-01    -9.3331304319e-01    49.96       56.8  
46394    46255    2070     97       -6.2237859083e-01    -9.2940589654e-01    49.33       57.2  
46664    46525    2066     84       -6.2237859083e-01    -9.2594896429e-01    48.78       57.5  
46936    46795    2058     80       -6.2237859083e-01    -9.2594896429e-01    48.78       57.8  
47209    47065    2049     66       -6.2237859083e-01    -9.2594896429e-01    48.78       58.1  
47482    47334    2010     89       -6.2237859083e-01    -9.2497297993e-01    48.62       58.5  
47752    47604    2010     40       -6.2237859083e-01    -9.2497297993e-01    48.62       58.8  
48022    47874    2008     46       -6.2237859083e-01    -9.2497297993e-01    48.62       59.2  
48292    48144    2000     63       -6.2237859083e-01    -9.2497297993e-01    48.62       59.5  
48562    48414    1990     85       -6.2237859083e-01    -9.2443847822e-01    48.53       59.8  
48834    48684    1978     78       -6.2237859083e-01    -9.2328322615e-01    48.35       60.1  
49096    48945    1964     87       -6.2237859083e-01    -9.1137101952e-01    46.43       60.5  
49367    49215    1959     84       -6.2237859083e-01    -9.1137101952e-01    46.43       60.8  
49637    49485    1957     54       -6.2237859083e-01    -9.1137101952e-01    46.43       61.1  
49907    49755    1955     76       -6.2237859083e-01    -9.1137101952e-01    46.43       61.5  
50177    50025    1955     71       -6.2237859083e-01    -9.1092255115e-01    46.36       61.8  
50448    50295    1952     87       -6.2237859083e-01    -9.1092255115e-01    46.36       62.2  
50718    50565    1948     73       -6.2237859083e-01    -9.1092255115e-01    46.36       62.7  
50977    50824    1943     92       -6.2237859083e-01    -9.1092255115e-01    46.36       63.0  
51248    51094    1936     27       -6.2237859083e-01    -9.1092255115e-01    46.36       63.4  
51518    51364    1936     48       -6.2237859083e-01    -9.1092255115e-01    46.36       63.7  
51788    51634    1926     71       -6.2237859083e-01    -9.1092255115e-01    46.36       64.0  
52060    51904    1910     93       -6.2237859083e-01    -9.1092255115e-01    46.36       64.4  
52330    52174    1906     97       -6.2237859083e-01    -9.1092255115e-01    46.36       64.7  
52603    52444    1889     37       -6.2237859083e-01    -9.1092255115e-01    46.36       65.1  
52873    52714    1885     59       -6.2237859083e-01    -9.1092255115e-01    46.36       65.4  
53147    52983    1859     82       -6.2237859083e-01    -9.1092255115e-01    46.36       65.7  
53418    53253    1852     90       -6.2237859083e-01    -9.1092255115e-01    46.36       66.0  
53688    53523    1850     58       -6.2237859083e-01    -9.1092255115e-01    46.36       66.3  
53958    53793    1842     81       -6.2237859083e-01    -9.1092255115e-01    46.36       66.7  
54229    54063    1839     48       -6.2237859083e-01    -9.1092255115e-01    46.36       67.0  
54488    54321    1834     64       -6.2237859083e-01    -9.1092255115e-01    46.36       67.3  
54758    54591    1828     87       -6.2237859083e-01    -8.8218560268e-01    41.74       67.6  
55029    54861    1811     67       -6.2237859083e-01    -8.6971813458e-01    39.74       68.0  
55303    55131    1793     86       -6.2237859083e-01    -8.6971813458e-01    39.74       68.3  
55573    55401    1785     43       -6.2237859083e-01    -8.6971813458e-01    39.74       68.6  
55846    55671    1772     47       -6.2237859083e-01    -8.6971813458e-01    39.74       69.0  
56116    55941    1768     91       -6.2237859083e-01    -8.6971813458e-01    39.74       69.3  
56388    56211    1760     72       -6.2237859083e-01    -8.6971813458e-01    39.74       69.6  
56658    56481    1756     94       -6.2237859083e-01    -8.6971813458e-01    39.74       69.9  
56932    56751    1732     55       -6.2237859083e-01    -8.6174687814e-01    38.46       70.2  
57202    57021    1732     76       -6.2237859083e-01    -8.6158073414e-01    38.43       70.5  
57472    57291    1724     86       -6.2237859083e-01    -8.6158073414e-01    38.43       70.8  
57744    57560    1698     96       -6.2237859083e-01    -8.6158073414e-01    38.43       71.1  
58009    57820    1683     54       -6.2237859083e-01    -8.6158073414e-01    38.43       71.4  
58279    58090    1683     65       -6.2237859083e-01    -8.6158073414e-01    38.43       71.7  
58555    58360    1673     88       -6.2237859083e-01    -8.6158073414e-01    38.43       72.0  
58828    58630    1662     80       -6.2237859083e-01    -8.5818863427e-01    37.89       72.3  
59102    58900    1654     75       -6.2237859083e-01    -8.4849058477e-01    36.33       72.6  
59374    59170    1654     75       -6.2237859083e-01    -8.4849058477e-01    36.33       72.9  
59649    59440    1633     90       -6.2237859083e-01    -8.4708864798e-01    36.11       73.3  
59929    59710    1623     50       -6.2237859083e-01    -8.4708864798e-01    36.11       73.6  
60199    59980    1619     72       -6.2237859083e-01    -8.4708864798e-01    36.11       74.0  
60472    60250    1606     95       -6.2237859083e-01    -8.4708864798e-01    36.11       74.4  
60744    60520    1592     50       -6.2237859083e-01    -8.4520874929e-01    35.80       74.7  
61016    60790    1582     72       -6.2237859083e-01    -8.4520874929e-01    35.80       75.0  
61294    61060    1570     95       -6.2237859083e-01    -8.4520874929e-01    35.80       75.3  
61560    61325    1558     87       -6.2237859083e-01    -8.4451741936e-01    35.69       75.7  
61836    61594    1540     93       -6.2237859083e-01    -8.4451741936e-01    35.69       76.0  
62108    61864    1532     81       -6.2237859083e-01    -8.4451741936e-01    35.69       76.3  
