

Problem
  Name                   :                 
  Objective sense        : min             
  Type                   : LO (linear optimization problem)
  Constraints            : 7261            
  Cones                  : 0               
  Scalar variables       : 122             
  Matrix variables       : 0               
  Integer variables      : 121             

Optimizer started.
Mixed integer optimizer started.
Threads used: 6
Presolve started.
Presolve terminated. Time = 0.19
Presolved problem: 122 variables, 7261 constraints, 21901 non-zeros
Presolved problem: 0 general integer, 121 binary, 1 continuous
Clique table size: 0
BRANCHES RELAXS   ACT_NDS  DEPTH    BEST_INT_OBJ         BEST_RELAX_OBJ       REL_GAP(%)  TIME  
55154    54915    5132     87       -9.8156766224e-01    -1.8384873317e+00    87.30       112.8 
55420    55181    5132     91       -9.8156766224e-01    -1.8384873317e+00    87.30       113.4 
55689    55450    5133     113      -9.8156766224e-01    -1.8384873317e+00    87.30       113.9 
55949    55708    5121     41       -9.8156766224e-01    -1.8384873317e+00    87.30       114.4 
56215    55973    5109     113      -9.8156766224e-01    -1.8384873317e+00    87.30       114.9 
56481    56239    5105     21       -9.8156766224e-01    -1.8102776887e+00    84.43       115.4 
56748    56505    5100     79       -9.8156766224e-01    -1.8102776887e+00    84.43       115.9 
57015    56771    5099     101      -9.8156766224e-01    -1.8102776887e+00    84.43       116.4 
57283    57039    5097     86       -9.8156766224e-01    -1.8102776887e+00    84.43       116.9 
57550    57304    5082     66       -9.8156766224e-01    -1.8102776887e+00    84.43       117.5 
57819    57573    5085     48       -9.8156766224e-01    -1.8102776887e+00    84.43       118.1 
58088    57841    5082     70       -9.8156766224e-01    -1.8102776887e+00    84.43       118.7 
58357    58108    5075     93       -9.8156766224e-01    -1.8102776887e+00    84.43       119.2 
58616    58366    5078     115      -9.8156766224e-01    -1.8102776887e+00    84.43       119.7 
58881    58630    5071     95       -9.8156766224e-01    -1.8039002764e+00    83.78       120.3 
59149    58896    5067     114      -9.8156766224e-01    -1.8039002764e+00    83.78       120.8 
59419    59163    5051     90       -9.8156766224e-01    -1.8039002764e+00    83.78       121.4 
59687    59430    5049     76       -9.8156766224e-01    -1.8039002764e+00    83.78       121.9 
59953    59695    5047     98       -9.8156766224e-01    -1.8039002764e+00    83.78       122.4 
60222    59962    5036     117      -9.8156766224e-01    -1.8039002764e+00    83.78       122.8 
60493    60229    5027     57       -9.8156766224e-01    -1.8039002764e+00    83.78       123.4 
60760    60495    5026     79       -9.8156766224e-01    -1.8039002764e+00    83.78       124.0 
61032    60764    5022     102      -9.8156766224e-01    -1.8039002764e+00    83.78       124.5 
61294    61023    5010     68       -9.8156766224e-01    -1.7705819598e+00    80.38       125.0 
61563    61291    5013     86       -9.8156766224e-01    -1.7705819598e+00    80.38       125.5 
61832    61558    4998     108      -9.8156766224e-01    -1.7705819598e+00    80.38       126.0 
62099    61824    4991     110      -9.8156766224e-01    -1.7705819598e+00    80.38       126.5 
62366    62089    4976     107      -9.8156766224e-01    -1.7705819598e+00    80.38       127.0 
62632    62355    4970     108      -9.8156766224e-01    -1.7538901659e+00    78.68       127.5 
62896    62619    4954     74       -9.8156766224e-01    -1.7538901659e+00    78.68       128.0 
63164    62885    4946     96       -9.8156766224e-01    -1.7538901659e+00    78.68       128.5 
63431    63152    4943     119      -9.8156766224e-01    -1.7538901659e+00    78.68       128.9 
63698    63419    4942     44       -9.8156766224e-01    -1.7538901659e+00    78.68       129.5 
63958    63679    4926     103      -9.8156766224e-01    -1.7441370153e+00    77.69       130.0 
64226    63946    4922     73       -9.8156766224e-01    -1.7441370153e+00    77.69       130.6 
64496    64214    4920     96       -9.8156766224e-01    -1.7441370153e+00    77.69       131.1 
64762    64480    4914     119      -9.8156766224e-01    -1.7441370153e+00    77.69       131.7 
65028    64746    4914     78       -9.8156766224e-01    -1.7055710494e+00    73.76       132.2 
65292    65010    4906     64       -9.8156766224e-01    -1.7031847434e+00    73.52       132.6 
65556    65274    4902     86       -9.8156766224e-01    -1.7031847434e+00    73.52       133.1 
65822    65540    4904     108      -9.8156766224e-01    -1.7031847434e+00    73.52       133.6 
66089    65806    4903     110      -9.8156766224e-01    -1.7007425064e+00    73.27       134.2 
66357    66073    4881     107      -9.8156766224e-01    -1.6963106622e+00    72.82       134.8 
66615    66331    4873     80       -9.8156766224e-01    -1.6963106622e+00    72.82       135.3 
66882    66597    4872     97       -9.8156766224e-01    -1.6962031442e+00    72.81       135.8 
67151    66865    4851     110      -9.8156766224e-01    -1.6962031442e+00    72.81       136.3 
67420    67132    4854     89       -9.8156766224e-01    -1.6962031442e+00    72.81       136.8 
67687    67397    4843     104      -9.8156766224e-01    -1.6941623732e+00    72.60       137.4 
67953    67662    4839     116      -9.8156766224e-01    -1.6898045516e+00    72.15       137.8 
68219    67928    4831     112      -9.8156766224e-01    -1.6880433438e+00    71.97       138.3 
68489    68194    4813     108      -9.8156766224e-01    -1.6769275374e+00    70.84       138.8 
68758    68459    4790     91       -9.8156766224e-01    -1.6769275374e+00    70.84       139.2 
69024    68724    4788     88       -9.8156766224e-01    -1.6769275374e+00    70.84       139.7 
69290    68986    4776     57       -9.8156766224e-01    -1.6733024391e+00    70.47       140.1 
69556    69251    4768     79       -9.8156766224e-01    -1.6733024391e+00    70.47       140.6 
69822    69515    4746     101      -9.8156766224e-01    -1.6733024391e+00    70.47       141.0 
70090    69780    4720     79       -9.8156766224e-01    -1.6513368883e+00    68.23       141.5 
70358    70045    4716     60       -9.8156766224e-01    -1.6513368883e+00    68.23       142.0 
70625    70311    4713     81       -9.8156766224e-01    -1.6513368883e+00    68.23       142.4 
70893    70578    4709     103      -9.8156766224e-01    -1.6513368883e+00    68.23       142.9 
71160    70845    4704     88       -9.8156766224e-01    -1.6513368883e+00    68.23       143.4 
71425    71110    4695     86       -9.8156766224e-01    -1.6513368883e+00    68.23       143.8 
71694    71377    4648     108      -9.8156766224e-01    -1.6513368883e+00    68.23       144.3 
71957    71638    4643     86       -9.8156766224e-01    -1.6412383704e+00    67.21       144.8 
72226    71907    4664     100      -9.8156766224e-01    -1.6412383704e+00    67.21       145.2 
72493    72173    4651     76       -9.8156766224e-01    -1.6412383704e+00    67.21       145.8 
72761    72441    4647     82       -9.8156766224e-01    -1.6412383704e+00    67.21       146.3 
73027    72707    4651     86       -9.8156766224e-01    -1.6412383704e+00    67.21       146.9 
73293    72972    4645     104      -9.8156766224e-01    -1.6412383704e+00    67.21       147.4 
73561    73239    4639     31       -9.8156766224e-01    -1.6380362287e+00    66.88       147.9 
73830    73505    4622     110      -9.8156766224e-01    -1.6380362287e+00    66.88       148.5 
74094    73769    4598     113      -9.8156766224e-01    -1.6380362287e+00    66.88       149.0 
74360    74034    4592     93       -9.8156766224e-01    -1.6380362287e+00    66.88       149.5 
74626    74299    4584     67       -9.8156766224e-01    -1.6380362287e+00    66.88       150.0 
74895    74563    4563     85       -9.8156766224e-01    -1.6380362287e+00    66.88       150.5 
75163    74829    4567     107      -9.8156766224e-01    -1.6380362287e+00    66.88       151.0 
75424    75090    4568     105      -9.8156766224e-01    -1.6380362287e+00    66.88       151.4 
75692    75358    4568     112      -9.8156766224e-01    -1.6203032391e+00    65.07       151.9 
75958    75623    4556     36       -9.8156766224e-01    -1.6198449095e+00    65.03       152.4 
76226    75890    4554     57       -9.8156766224e-01    -1.6166110033e+00    64.70       152.9 
76493    76157    4553     80       -9.8156766224e-01    -1.6001686327e+00    63.02       153.4 
76759    76422    4543     102      -9.8156766224e-01    -1.6001686327e+00    63.02       153.9 
77024    76687    4532     77       -9.8156766224e-01    -1.5987847435e+00    62.88       154.3 
77291    76954    4519     60       -9.8156766224e-01    -1.5987847435e+00    62.88       154.8 
77561    77220    4501     82       -9.8156766224e-01    -1.5987847435e+00    62.88       155.3 
77827    77486    4499     104      -9.8156766224e-01    -1.5987847435e+00    62.88       155.8 
78095    77753    4479     118      -9.8156766224e-01    -1.5987847435e+00    62.88       156.2 
78362    78018    4470     76       -9.8156766224e-01    -1.5987847435e+00    62.88       156.7 
78625    78281    4473     39       -9.8156766224e-01    -1.5987847435e+00    62.88       157.1 
78897    78548    4465     57       -9.8156766224e-01    -1.5987847435e+00    62.88       157.6 
79164    78815    4468     79       -9.8156766224e-01    -1.5987847435e+00    62.88       158.1 
79430    79081    4466     101      -9.8156766224e-01    -1.5987847435e+00    62.88       158.5 
79691    79340    4447     81       -9.8156766224e-01    -1.5987847435e+00    62.88       159.0 
79959    79607    4437     92       -9.8156766224e-01    -1.5987847435e+00    62.88       159.5 
80224    79871    4432     102      -9.8156766224e-01    -1.5987847435e+00    62.88       159.9 
80494    80138    4426     115      -9.8156766224e-01    -1.5767537442e+00    60.64       160.4 
80763    80404    4423     82       -9.8156766224e-01    -1.5767537442e+00    60.64       160.9 
81032    80672    4404     93       -9.8156766224e-01    -1.5709762191e+00    60.05       161.3 
81299    80938    4389     115      -9.8156766224e-01    -1.5709762191e+00    60.05       161.8 
81569    81207    4393     109      -9.8156766224e-01    -1.5709762191e+00    60.05       162.3 
81835    81473    4375     102      -9.8156766224e-01    -1.5709762191e+00    60.05       162.8 
82100    81738    4360     92       -9.8156766224e-01    -1.5590074186e+00    58.83       163.4 
82366    82004    4356     114      -9.8156766224e-01    -1.5590074186e+00    58.83       163.9 
82632    82269    4342     65       -9.8156766224e-01    -1.5590074186e+00    58.83       164.4 
82898    82535    4330     99       -9.8156766224e-01    -1.5590074186e+00    58.83       164.9 
83162    82799    4326     24       -9.8156766224e-01    -1.5590074186e+00    58.83       165.4 
83427    83064    4317     71       -9.8156766224e-01    -1.5590074186e+00    58.83       165.9 
83695    83331    4321     105      -9.8156766224e-01    -1.5590074186e+00    58.83       166.4 
83960    83595    4312     91       -9.8156766224e-01    -1.5590074186e+00    58.83       166.9 
84226    83861    4306     98       -9.8156766224e-01    -1.5590074186e+00    58.83       167.4 
84492    84127    4300     45       -9.8156766224e-01    -1.5590074186e+00    58.83       167.9 
84761    84395    4297     63       -9.8156766224e-01    -1.5590074186e+00    58.83       168.4 
85029    84663    4289     53       -9.8156766224e-01    -1.5590074186e+00    58.83       168.9 
85297    84931    4287     75       -9.8156766224e-01    -1.5590074186e+00    58.83       169.3 
85564    85198    4290     97       -9.8156766224e-01    -1.5590074186e+00    58.83       169.8 
85831    85465    4283     79       -9.8156766224e-01    -1.5496175280e+00    57.87       170.3 
86098    85731    4270     101      -9.8156766224e-01    -1.5229352260e+00    55.15       170.7 
86368    85999    4268     64       -9.8156766224e-01    -1.5150079061e+00    54.35       171.2 
86634    86263    4254     101      -9.8156766224e-01    -1.5150079061e+00    54.35       171.6 
86901    86525    4245     103      -9.8156766224e-01    -1.5099188645e+00    53.83       172.1 
87168    86792    4238     91       -9.8156766224e-01    -1.5099188645e+00    53.83       172.5 
87436    87058    4224     92       -9.8156766224e-01    -1.5099188645e+00    53.83       173.0 
87703    87324    4221     115      -9.8156766224e-01    -1.5099188645e+00    53.83       173.5 
87969    87590    4219     86       -9.8156766224e-01    -1.5099188645e+00    53.83       174.0 
88237    87856    4203     24       -9.8156766224e-01    -1.5041851712e+00    53.24       174.5 
88509    88123    4185     38       -9.8156766224e-01    -1.5041851712e+00    53.24       174.9 
88777    88390    4185     60       -9.8156766224e-01    -1.5041851712e+00    53.24       175.4 
89043    88656    4179     82       -9.8156766224e-01    -1.5041851712e+00    53.24       175.9 
89315    88923    4175     105      -9.8156766224e-01    -1.5041851712e+00    53.24       176.3 
89584    89188    4174     108      -9.8156766224e-01    -1.5041851712e+00    53.24       176.8 
89849    89451    4165     39       -9.8156766224e-01    -1.5041851712e+00    53.24       177.3 
90115    89717    4153     61       -9.8156766224e-01    -1.5041851712e+00    53.24       177.7 
90389    89984    4143     83       -9.8156766224e-01    -1.5041851712e+00    53.24       178.2 
90656    90251    4126     105      -9.8156766224e-01    -1.5041851712e+00    53.24       178.7 
90927    90519    4105     116      -9.8156766224e-01    -1.5041851712e+00    53.24       179.2 
91197    90788    4105     105      -9.8156766224e-01    -1.5041851712e+00    53.24       179.8 
91466    91057    4100     111      -9.8156766224e-01    -1.5041851712e+00    53.24       180.3 
91734    91324    4098     118      -9.8156766224e-01    -1.5041851712e+00    53.24       180.8 
91997    91586    4095     73       -9.8156766224e-01    -1.5041851712e+00    53.24       181.3 
92267    91853    4085     95       -9.8156766224e-01    -1.4972173924e+00    52.53       181.8 
92534    92120    4084     117      -9.8156766224e-01    -1.4972173924e+00    52.53       182.2 
92802    92388    4078     57       -9.8156766224e-01    -1.4972173924e+00    52.53       182.6 
93072    92657    4076     118      -9.8156766224e-01    -1.4972173924e+00    52.53       183.1 
93340    92925    4074     95       -9.8156766224e-01    -1.4972173924e+00    52.53       183.5 
93607    93192    4077     55       -9.8156766224e-01    -1.4972173924e+00    52.53       184.0 
93875    93459    4075     77       -9.8156766224e-01    -1.4972173924e+00    52.53       184.5 
94145    93728    4079     100      -9.8156766224e-01    -1.4972173924e+00    52.53       185.0 
94413    93996    4073     99       -9.8156766224e-01    -1.4972173924e+00    52.53       185.5 
94683    94265    4073     115      -9.8156766224e-01    -1.4972173924e+00    52.53       186.0 
94951    94533    4073     79       -9.8156766224e-01    -1.4972173924e+00    52.53       186.5 
95219    94801    4071     101      -9.8156766224e-01    -1.4972173924e+00    52.53       187.0 
95487    95069    4067     116      -9.8156766224e-01    -1.4972173924e+00    52.53       187.5 
95755    95336    4071     96       -9.8156766224e-01    -1.4972173924e+00    52.53       188.0 
96024    95605    4068     119      -9.8156766224e-01    -1.4972173924e+00    52.53       188.5 
96292    95872    4064     93       -9.8156766224e-01    -1.4601522590e+00    48.76       189.1 
96560    96140    4062     115      -9.8156766224e-01    -1.4587617116e+00    48.62       189.5 
96831    96408    4047     91       -9.8156766224e-01    -1.4587617116e+00    48.62       190.1 
97099    96675    4029     103      -9.8156766224e-01    -1.4587617116e+00    48.62       190.5 
97368    96943    4026     105      -9.8156766224e-01    -1.4587617116e+00    48.62       191.0 
97637    97212    4027     104      -9.8156766224e-01    -1.4510129362e+00    47.83       191.5 
97908    97480    4026     89       -9.8156766224e-01    -1.4510129362e+00    47.83       192.0 
98179    97749    4009     110      -9.8156766224e-01    -1.4485023662e+00    47.57       192.5 
98447    98016    4013     101      -9.8156766224e-01    -1.4485023662e+00    47.57       193.0 
98716    98284    4008     94       -9.8156766224e-01    -1.4485023662e+00    47.57       193.5 
98985    98550    3995     95       -9.8156766224e-01    -1.4485023662e+00    47.57       194.1 
99253    98818    3993     101      -9.8156766224e-01    -1.4485023662e+00    47.57       194.6 
99524    99088    3986     94       -9.8156766224e-01    -1.4485023662e+00    47.57       195.1 
99793    99356    3979     114      -9.8156766224e-01    -1.4485023662e+00    47.57       195.6 
100064   99620    3960     119      -9.8156766224e-01    -1.4399217062e+00    46.70       196.1 
100335   99890    3953     82       -9.8156766224e-01    -1.4399217062e+00    46.70       196.6 
100605   100160   3949     105      -9.8156766224e-01    -1.4399217062e+00    46.70       197.1 
100872   100427   3944     106      -9.8156766224e-01    -1.4399217062e+00    46.70       197.6 
101141   100696   3931     34       -9.8156766224e-01    -1.4399217062e+00    46.70       198.2 
101408   100963   3932     56       -9.8156766224e-01    -1.4399217062e+00    46.70       198.7 
101676   101231   3920     78       -9.8156766224e-01    -1.4399217062e+00    46.70       199.2 
101948   101501   3920     101      -9.8156766224e-01    -1.4399217062e+00    46.70       199.7 
102219   101771   3917     114      -9.8156766224e-01    -1.4399217062e+00    46.70       200.2 
102491   102040   3913     103      -9.8156766224e-01    -1.4366145108e+00    46.36       200.7 
102764   102309   3902     85       -9.8156766224e-01    -1.4227682961e+00    44.95       201.3 
103032   102577   3902     79       -9.8156766224e-01    -1.4227682961e+00    44.95       201.8 
103301   102846   3897     101      -9.8156766224e-01    -1.4227682961e+00    44.95       202.3 
103570   103111   3880     114      -9.8156766224e-01    -1.4227682961e+00    44.95       202.7 
103837   103378   3875     50       -9.8156766224e-01    -1.4227682961e+00    44.95       203.2 
104106   103646   3860     71       -9.8156766224e-01    -1.4227682961e+00    44.95       203.7 
104376   103914   3854     93       -9.8156766224e-01    -1.4227682961e+00    44.95       204.1 
104646   104182   3854     116      -9.8156766224e-01    -1.4227682961e+00    44.95       204.7 
104917   104450   3849     10       -9.8156766224e-01    -1.4227682961e+00    44.95       205.3 
105186   104718   3848     45       -9.8156766224e-01    -1.4227682961e+00    44.95       205.8 
105453   104985   3847     61       -9.8156766224e-01    -1.4227682961e+00    44.95       206.4 
105724   105254   3844     83       -9.8156766224e-01    -1.4227682961e+00    44.95       206.9 
105994   105524   3832     106      -9.8156766224e-01    -1.4227682961e+00    44.95       207.5 
106266   105792   3824     73       -9.8156766224e-01    -1.4095675500e+00    43.60       208.1 
106537   106062   3815     78       -9.8156766224e-01    -1.4095675500e+00    43.60       208.6 
106806   106331   3818     100      -9.8156766224e-01    -1.4095675500e+00    43.60       209.3 
107075   106599   3805     118      -9.8156766224e-01    -1.4041588158e+00    43.05       209.8 
107347   106866   3793     118      -9.8156766224e-01    -1.4041588158e+00    43.05       210.3 
107617   107135   3793     110      -9.8156766224e-01    -1.4041588158e+00    43.05       210.7 
107887   107405   3793     78       -9.8156766224e-01    -1.3976555909e+00    42.39       211.2 
108158   107673   3780     83       -9.8156766224e-01    -1.3976555909e+00    42.39       211.7 
108426   107941   3778     105      -9.8156766224e-01    -1.3976555909e+00    42.39       212.2 
108696   108211   3772     99       -9.8156766224e-01    -1.3976555909e+00    42.39       212.7 
108967   108480   3759     106      -9.8156766224e-01    -1.3976555909e+00    42.39       213.2 
109238   108748   3732     87       -9.8156766224e-01    -1.3839207330e+00    40.99       213.7 
109508   109018   3730     100      -9.8156766224e-01    -1.3839207330e+00    40.99       214.2 
109780   109287   3720     93       -9.8156766224e-01    -1.3839207330e+00    40.99       214.6 
110053   109555   3701     113      -9.8156766224e-01    -1.3839207330e+00    40.99       215.1 
110323   109825   3703     50       -9.8156766224e-01    -1.3719646440e+00    39.77       215.6 
110596   110092   3686     120      -9.8156766224e-01    -1.3719646440e+00    39.77       216.0 
110865   110361   3695     91       -9.8156766224e-01    -1.3686945019e+00    39.44       216.6 
111136   110630   3690     111      -9.8156766224e-01    -1.3686945019e+00    39.44       217.1 
111409   110899   3687     72       -9.8156766224e-01    -1.3686945019e+00    39.44       217.6 
111687   111168   3683     94       -9.8156766224e-01    -1.3686945019e+00    39.44       218.1 
111959   111438   3679     117      -9.8156766224e-01    -1.3686945019e+00    39.44       218.6 
112231   111708   3679     66       -9.8156766224e-01    -1.3686214493e+00    39.43       219.2 
112502   111977   3664     89       -9.8156766224e-01    -1.3686214493e+00    39.43       219.7 
112772   112246   3672     111      -9.8156766224e-01    -1.3686214493e+00    39.43       220.1 
113044   112516   3668     108      -9.8156766224e-01    -1.3657515118e+00    39.14       220.6 
113314   112784   3668     102      -9.8156766224e-01    -1.3657515118e+00    39.14       221.1 
113583   113053   3671     78       -9.8156766224e-01    -1.3657515118e+00    39.14       221.6 
113851   113321   3677     100      -9.8156766224e-01    -1.3657515118e+00    39.14       222.1 
114124   113590   3638     94       -9.8156766224e-01    -1.3629484633e+00    38.85       222.6 
114393   113859   3637     112      -9.8156766224e-01    -1.3629484633e+00    38.85       223.1 
114662   114128   3642     89       -9.8156766224e-01    -1.3629484633e+00    38.85       223.6 
114932   114397   3640     99       -9.8156766224e-01    -1.3629484633e+00    38.85       224.1 
115203   114667   3635     115      -9.8156766224e-01    -1.3629484633e+00    38.85       224.5 
115474   114937   3624     118      -9.8156766224e-01    -1.3629484633e+00    38.85       225.0 
115744   115207   3624     69       -9.8156766224e-01    -1.3629484633e+00    38.85       225.5 
116014   115476   3628     91       -9.8156766224e-01    -1.3629484633e+00    38.85       226.0 
116284   115746   3630     114      -9.8156766224e-01    -1.3472328559e+00    37.25       226.5 
116554   116016   3632     36       -9.8156766224e-01    -1.3472328559e+00    37.25       227.0 
116825   116286   3641     89       -9.8156766224e-01    -1.3464183501e+00    37.17       227.5 
117095   116556   3639     74       -9.8156766224e-01    -1.3464183501e+00    37.17       227.9 
117366   116826   3636     82       -9.8156766224e-01    -1.3464183501e+00    37.17       228.5 
117635   117095   3627     107      -9.8156766224e-01    -1.3464183501e+00    37.17       229.0 
117906   117365   3618     91       -9.8156766224e-01    -1.3464183501e+00    37.17       229.6 
118177   117635   3619     110      -9.8156766224e-01    -1.3405860134e+00    36.58       230.1 
118447   117905   3617     117      -9.8156766224e-01    -1.3405860134e+00    36.58       230.6 
118716   118174   3616     96       -9.8156766224e-01    -1.3405860134e+00    36.58       231.1 
118986   118442   3608     25       -9.8156766224e-01    -1.3405860134e+00    36.58       231.7 
119257   118711   3607     45       -9.8156766224e-01    -1.3405860134e+00    36.58       232.3 
119526   118980   3592     68       -9.8156766224e-01    -1.3405860134e+00    36.58       232.9 
119796   119250   3588     90       -9.8156766224e-01    -1.3405860134e+00    36.58       233.4 
120066   119520   3582     113      -9.8156766224e-01    -1.3405860134e+00    36.58       233.8 
120336   119790   3584     74       -9.8156766224e-01    -1.3362955240e+00    36.14       234.3 
120605   120059   3589     93       -9.8156766224e-01    -1.3362955240e+00    36.14       234.8 
120875   120329   3591     115      -9.8156766224e-01    -1.3362955240e+00    36.14       235.3 
121146   120599   3590     99       -9.8156766224e-01    -1.3362955240e+00    36.14       235.8 
121416   120869   3594     115      -9.8156766224e-01    -1.3362955240e+00    36.14       236.4 
121686   121137   3596     102      -9.8156766224e-01    -1.3362955240e+00    36.14       237.0 
121958   121407   3580     113      -9.8156766224e-01    -1.3362955240e+00    36.14       237.5 
122230   121677   3576     109      -9.8156766224e-01    -1.3362955240e+00    36.14       238.0 
122499   121946   3581     115      -9.8156766224e-01    -1.3362955240e+00    36.14       238.5 
122772   122215   3586     97       -9.8156766224e-01    -1.3362955240e+00    36.14       239.2 
123044   122485   3578     56       -9.8156766224e-01    -1.3205969271e+00    34.54       239.8 
123315   122755   3579     71       -9.8156766224e-01    -1.3205969271e+00    34.54       240.4 
123585   123024   3575     77       -9.8156766224e-01    -1.3205969271e+00    34.54       240.9 
123855   123294   3573     100      -9.8156766224e-01    -1.3205969271e+00    34.54       241.4 
124125   123563   3571     98       -9.8156766224e-01    -1.3205969271e+00    34.54       241.9 
124395   123833   3569     70       -9.8156766224e-01    -1.3205969271e+00    34.54       242.4 
124666   124102   3554     114      -9.8156766224e-01    -1.3205969271e+00    34.54       243.1 
124937   124372   3549     88       -9.8156766224e-01    -1.3006766665e+00    32.51       243.7 
125208   124640   3520     111      -9.8156766224e-01    -1.3006766665e+00    32.51       244.3 
125478   124910   3512     78       -9.8156766224e-01    -1.2982362523e+00    32.26       244.8 
125748   125180   3510     101      -9.8156766224e-01    -1.2981285068e+00    32.25       245.2 
126018   125450   3514     104      -9.8156766224e-01    -1.2981285068e+00    32.25       245.7 
126288   125720   3514     116      -9.8156766224e-01    -1.2981285068e+00    32.25       246.2 
126561   125990   3501     82       -9.8156766224e-01    -1.2966281527e+00    32.10       246.7 
126832   126259   3476     119      -9.8156766224e-01    -1.2966281527e+00    32.10       247.2 
127103   126529   3473     103      -9.8156766224e-01    -1.2955613957e+00    31.99       247.7 
127373   126799   3475     34       -9.8156766224e-01    -1.2955613957e+00    31.99       248.2 
127643   127068   3465     109      -9.8156766224e-01    -1.2955613957e+00    31.99       248.8 
127913   127337   3461     102      -9.8156766224e-01    -1.2955613957e+00    31.99       249.3 
128182   127606   3456     98       -9.8156766224e-01    -1.2955613957e+00    31.99       249.8 
128452   127875   3448     112      -9.8156766224e-01    -1.2955613957e+00    31.99       250.3 
128722   128144   3444     57       -9.8156766224e-01    -1.2955613957e+00    31.99       250.8 
128991   128413   3443     79       -9.8156766224e-01    -1.2955613957e+00    31.99       251.2 
129262   128683   3440     95       -9.8156766224e-01    -1.2955613957e+00    31.99       251.7 
129538   128953   3422     118      -9.8156766224e-01    -1.2955613957e+00    31.99       252.2 
129810   129223   3414     115      -9.8156766224e-01    -1.2901941715e+00    31.44       252.8 
130079   129491   3401     111      -9.8156766224e-01    -1.2901941715e+00    31.44       253.3 
130349   129761   3409     106      -9.8156766224e-01    -1.2901941715e+00    31.44       253.8 
130619   130031   3415     86       -9.8156766224e-01    -1.2850157400e+00    30.91       254.3 
130891   130301   3415     106      -9.8156766224e-01    -1.2850157400e+00    30.91       254.8 
131161   130571   3401     111      -9.8156766224e-01    -1.2840984669e+00    30.82       255.3 
131431   130841   3393     114      -9.8156766224e-01    -1.2840984669e+00    30.82       255.8 
131701   131111   3389     42       -9.8156766224e-01    -1.2840984669e+00    30.82       256.3 
131974   131380   3366     64       -9.8156766224e-01    -1.2840984669e+00    30.82       256.8 
132245   131650   3371     87       -9.8156766224e-01    -1.2840984669e+00    30.82       257.4 
132515   131920   3359     110      -9.8156766224e-01    -1.2840984669e+00    30.82       257.9 
132786   132190   3358     93       -9.8156766224e-01    -1.2840984669e+00    30.82       258.4 
133056   132460   3366     114      -9.8156766224e-01    -1.2840984669e+00    30.82       258.9 
133326   132730   3366     117      -9.8156766224e-01    -1.2840984669e+00    30.82       259.4 
133597   132999   3365     111      -9.8156766224e-01    -1.2840984669e+00    30.82       259.9 
133868   133268   3370     116      -9.8156766224e-01    -1.2830781225e+00    30.72       260.5 
134139   133538   3363     72       -9.8156766224e-01    -1.2724030476e+00    29.63       261.0 
134409   133808   3355     92       -9.8156766224e-01    -1.2685785136e+00    29.24       261.5 
134679   134078   3359     114      -9.8156766224e-01    -1.2685785136e+00    29.24       262.0 
134951   134348   3353     116      -9.8156766224e-01    -1.2685785136e+00    29.24       262.5 
135221   134618   3345     119      -9.8156766224e-01    -1.2685785136e+00    29.24       263.0 
135492   134887   3338     115      -9.8156766224e-01    -1.2674944553e+00    29.13       263.4 
135762   135157   3328     35       -9.8156766224e-01    -1.2674944553e+00    29.13       263.9 
136032   135427   3332     57       -9.8156766224e-01    -1.2674944553e+00    29.13       264.4 
136302   135697   3330     80       -9.8156766224e-01    -1.2674944553e+00    29.13       264.8 
136572   135967   3322     102      -9.8156766224e-01    -1.2674944553e+00    29.13       265.3 
136844   136236   3262     51       -9.8156766224e-01    -1.2674944553e+00    29.13       265.8 
137117   136506   3259     45       -9.8156766224e-01    -1.2674944553e+00    29.13       266.3 
137387   136776   3263     68       -9.8156766224e-01    -1.2601851104e+00    28.38       266.8 
137657   137046   3259     90       -9.8156766224e-01    -1.2601851104e+00    28.38       267.3 
137926   137315   3262     113      -9.8156766224e-01    -1.2601851104e+00    28.38       267.7 
138195   137584   3255     79       -9.8156766224e-01    -1.2601851104e+00    28.38       268.3 
138465   137854   3253     101      -9.8156766224e-01    -1.2547312468e+00    27.83       268.8 
138735   138124   3251     55       -9.8156766224e-01    -1.2547312468e+00    27.83       269.3 
139007   138394   3249     77       -9.8156766224e-01    -1.2547312468e+00    27.83       269.8 
139278   138664   3244     99       -9.8156766224e-01    -1.2547312468e+00    27.83       270.3 
139548   138934   3242     115      -9.8156766224e-01    -1.2547312468e+00    27.83       270.7 
139819   139204   3243     103      -9.8156766224e-01    -1.2459833662e+00    26.94       271.2 
140089   139474   3227     114      -9.8156766224e-01    -1.2459833662e+00    26.94       271.7 
140359   139744   3225     105      -9.8156766224e-01    -1.2448008329e+00    26.82       272.1 
140629   140014   3223     30       -9.8156766224e-01    -1.2448008329e+00    26.82       272.6 
140899   140284   3211     53       -9.8156766224e-01    -1.2448008329e+00    26.82       273.1 
141171   140553   3197     75       -9.8156766224e-01    -1.2448008329e+00    26.82       273.6 
141441   140823   3199     98       -9.8156766224e-01    -1.2448008329e+00    26.82       274.1 
141711   141093   3197     119      -9.8156766224e-01    -1.2434459473e+00    26.68       274.6 
141984   141363   3194     116      -9.8156766224e-01    -1.2434459473e+00    26.68       275.1 
142254   141633   3198     105      -9.8156766224e-01    -1.2434459473e+00    26.68       275.6 
142524   141903   3188     109      -9.8156766224e-01    -1.2368878141e+00    26.01       276.1 
