

Problem
  Name                   :                 
  Objective sense        : min             
  Type                   : LO (linear optimization problem)
  Constraints            : 14884           
  Cones                  : 0               
  Scalar variables       : 14763           
  Matrix variables       : 0               
  Integer variables      : 14762           

Optimizer started.
Mixed integer optimizer started.
Threads used: 6
Presolve started.
Presolve terminated. Time = 1.22
Presolved problem: 14763 variables, 14884 constraints, 58685 non-zeros
Presolved problem: 0 general integer, 14762 binary, 1 continuous
Clique table size: 14762
BRANCHES RELAXS   ACT_NDS  DEPTH    BEST_INT_OBJ         BEST_RELAX_OBJ       REL_GAP(%)  TIME  
14425    14137    926      417      7.2111000000e-01     5.6600000835e-01     21.51       1351.0
14455    14167    922      421      7.2111000000e-01     5.6600000835e-01     21.51       1353.6
14505    14217    922      424      7.2111000000e-01     5.6600000835e-01     21.51       1355.4
14537    14249    922      425      7.2111000000e-01     5.6600000835e-01     21.51       1357.4
14561    14273    922      425      7.2111000000e-01     5.6600000835e-01     21.51       1358.7
14600    14312    921      427      7.2111000000e-01     5.6600000835e-01     21.51       1360.6
14647    14359    924      430      7.2111000000e-01     5.6600000835e-01     21.51       1362.3
14689    14401    920      434      7.2111000000e-01     5.6600000835e-01     21.51       1364.8
14710    14422    923      436      7.2111000000e-01     5.6600000835e-01     21.51       1366.4
14730    14442    923      440      7.2111000000e-01     5.6600000835e-01     21.51       1369.0
14761    14473    922      441      7.2111000000e-01     5.6600000835e-01     21.51       1373.0
14796    14508    923      443      7.2111000000e-01     5.6600000835e-01     21.51       1375.8
14826    14538    929      445      7.2111000000e-01     5.6600000835e-01     21.51       1380.5
14854    14566    933      446      7.2111000000e-01     5.6600000835e-01     21.51       1382.8
14872    14584    933      447      7.2111000000e-01     5.6600000835e-01     21.51       1384.7
14895    14607    936      450      7.2111000000e-01     5.6600000835e-01     21.51       1387.8
14919    14631    934      451      7.2111000000e-01     5.6600000835e-01     21.51       1390.9
14965    14677    936      455      7.2111000000e-01     5.6600000835e-01     21.51       1393.4
15006    14718    937      455      7.2111000000e-01     5.6600000835e-01     21.51       1395.4
15032    14744    937      458      7.2111000000e-01     5.6600000835e-01     21.51       1397.2
15058    14770    943      458      7.2111000000e-01     5.6600000835e-01     21.51       1398.4
15103    14815    942      459      7.2111000000e-01     5.6600000835e-01     21.51       1400.4
15134    14846    943      459      7.2111000000e-01     5.6600000835e-01     21.51       1402.2
15164    14876    943      460      7.2111000000e-01     5.6600000835e-01     21.51       1404.8
15211    14923    942      460      7.2111000000e-01     5.6600000835e-01     21.51       1407.4
15231    14943    944      461      7.2111000000e-01     5.6600000835e-01     21.51       1409.1
15261    14973    944      461      7.2111000000e-01     5.6600000835e-01     21.51       1411.1
15289    15001    946      462      7.2111000000e-01     5.6600000835e-01     21.51       1412.8
15312    15024    947      462      7.2111000000e-01     5.6600000835e-01     21.51       1415.3
15355    15067    946      463      7.2111000000e-01     5.6600000835e-01     21.51       1417.0
15389    15101    948      464      7.2111000000e-01     5.6600000835e-01     21.51       1419.4
15421    15133    950      465      7.2111000000e-01     5.6600000835e-01     21.51       1420.4
15455    15167    948      468      7.2111000000e-01     5.6600000835e-01     21.51       1422.5
15471    15183    948      468      7.2111000000e-01     5.6600000835e-01     21.51       1425.3
15497    15209    946      469      7.2111000000e-01     5.6600000835e-01     21.51       1428.4
15532    15244    947      470      7.2111000000e-01     5.6600000835e-01     21.51       1430.1
15565    15277    946      474      7.2111000000e-01     5.6600000835e-01     21.51       1434.0
15595    15307    948      476      7.2111000000e-01     5.6600000835e-01     21.51       1435.8
15627    15339    954      478      7.2111000000e-01     5.6600000835e-01     21.51       1438.2
15661    15373    954      479      7.2111000000e-01     5.6600000835e-01     21.51       1442.6
15696    15408    955      481      7.2111000000e-01     5.6600000835e-01     21.51       1447.0
15715    15427    952      482      7.2111000000e-01     5.6600000835e-01     21.51       1450.3
15733    15445    954      482      7.2111000000e-01     5.6600000835e-01     21.51       1455.5
15747    15459    954      483      7.2111000000e-01     5.6600000835e-01     21.51       1459.0
15766    15478    957      68       7.2111000000e-01     5.6600000835e-01     21.51       1462.3
15778    15490    961      118      7.2111000000e-01     5.6600000835e-01     21.51       1465.8
15792    15504    967      159      7.2111000000e-01     5.6600000835e-01     21.51       1469.7
15812    15524    969      160      7.2111000000e-01     5.6600000835e-01     21.51       1472.1
15828    15540    973      160      7.2111000000e-01     5.6600000835e-01     21.51       1474.5
15846    15558    977      164      7.2111000000e-01     5.6603228492e-01     21.51       1476.1
15873    15585    980      90       7.2111000000e-01     5.6603228492e-01     21.51       1480.4
15891    15603    980      90       7.2111000000e-01     5.6603228492e-01     21.51       1483.1
15911    15623    984      120      7.2111000000e-01     5.6603228492e-01     21.51       1485.3
15927    15639    992      166      7.2111000000e-01     5.6603228492e-01     21.51       1487.1
15952    15664    993      108      7.2111000000e-01     5.6670061724e-01     21.41       1489.3
15969    15681    994      131      7.2111000000e-01     5.6670061724e-01     21.41       1492.1
15997    15709    996      135      7.2111000000e-01     5.6670061724e-01     21.41       1493.8
16016    15728    999      135      7.2111000000e-01     5.6670061724e-01     21.41       1497.6
16034    15746    999      109      7.2111000000e-01     5.6689712874e-01     21.39       1499.7
16048    15760    1005     99       7.2111000000e-01     5.6689712874e-01     21.39       1501.5
16064    15776    1007     100      7.2111000000e-01     5.6689712874e-01     21.39       1503.2
16092    15804    1011     222      7.2111000000e-01     5.6689712874e-01     21.39       1506.9
16114    15826    1017     222      7.2111000000e-01     5.6689712874e-01     21.39       1510.5
16127    15839    1020     223      7.2111000000e-01     5.6689712874e-01     21.39       1514.4
16148    15860    1023     111      7.2111000000e-01     5.6689712874e-01     21.39       1517.3
16163    15875    1024     68       7.2111000000e-01     5.6689712874e-01     21.39       1519.3
16181    15893    1028     82       7.2111000000e-01     5.6689712874e-01     21.39       1521.5
16198    15910    1031     224      7.2111000000e-01     5.6689712874e-01     21.39       1524.3
16220    15932    1027     124      7.2111000000e-01     5.6689712874e-01     21.39       1527.3
16246    15958    1033     116      7.2111000000e-01     5.6689712874e-01     21.39       1529.7
16263    15975    1036     128      7.2111000000e-01     5.6689712874e-01     21.39       1531.5
16279    15991    1040     129      7.2111000000e-01     5.6689712874e-01     21.39       1533.4
16293    16005    1042     172      7.2111000000e-01     5.6689712874e-01     21.39       1535.5
16332    16044    1041     117      7.2111000000e-01     5.6726837981e-01     21.33       1537.1
16357    16069    1044     151      7.2111000000e-01     5.6726837981e-01     21.33       1540.9
16375    16087    1050     190      7.2111000000e-01     5.6770690570e-01     21.27       1542.4
16401    16113    1046     134      7.2111000000e-01     5.6770792209e-01     21.27       1545.2
16431    16143    1052     120      7.2111000000e-01     5.6833352811e-01     21.19       1549.6
16457    16169    1052     83       7.2111000000e-01     5.6833352811e-01     21.19       1551.5
16471    16183    1054     84       7.2111000000e-01     5.6833352811e-01     21.19       1554.5
16486    16198    1053     85       7.2111000000e-01     5.6846938909e-01     21.17       1557.1
16502    16214    1055     86       7.2111000000e-01     5.6846938909e-01     21.17       1560.4
16529    16241    1056     88       7.2111000000e-01     5.6853126140e-01     21.16       1563.4
16564    16276    1055     90       7.2111000000e-01     5.6853126140e-01     21.16       1566.2
16590    16302    1059     90       7.2111000000e-01     5.6853126140e-01     21.16       1568.1
16624    16336    1063     92       7.2111000000e-01     5.6853126140e-01     21.16       1570.2
16655    16367    1060     95       7.2111000000e-01     5.6853126140e-01     21.16       1574.3
16696    16408    1063     96       7.2111000000e-01     5.6853126140e-01     21.16       1575.9
16730    16442    1065     104      7.2111000000e-01     5.6853126140e-01     21.16       1577.7
16749    16461    1072     105      7.2111000000e-01     5.6853126140e-01     21.16       1579.1
16793    16505    1072     161      7.2111000000e-01     5.6853126140e-01     21.16       1582.5
16820    16532    1075     246      7.2111000000e-01     5.6853126140e-01     21.16       1584.3
16848    16559    1075     247      7.2111000000e-01     5.6853126140e-01     21.16       1587.3
16869    16580    1078     249      7.2111000000e-01     5.6853126140e-01     21.16       1588.8
16883    16594    1082     129      7.2111000000e-01     5.6853126140e-01     21.16       1591.3
16895    16606    1086     130      7.2111000000e-01     5.6853126140e-01     21.16       1593.1
16913    16624    1090     130      7.2111000000e-01     5.6922313298e-01     21.06       1595.5
16925    16636    1092     248      7.2111000000e-01     5.6922313298e-01     21.06       1597.6
16941    16652    1088     131      7.2111000000e-01     5.6922313298e-01     21.06       1600.5
16970    16681    1091     168      7.2111000000e-01     5.6922313298e-01     21.06       1602.5
16987    16698    1094     132      7.2111000000e-01     5.6963366415e-01     21.01       1604.5
17002    16713    1093     204      7.2111000000e-01     5.6963366415e-01     21.01       1606.6
17021    16732    1094     205      7.2111000000e-01     5.6963366415e-01     21.01       1609.0
17034    16745    1095     206      7.2111000000e-01     5.6963366415e-01     21.01       1611.1
17063    16774    1096     207      7.2111000000e-01     5.6963366415e-01     21.01       1613.2
17089    16800    1102     133      7.2111000000e-01     5.6990650499e-01     20.97       1614.7
17117    16828    1102     160      7.2111000000e-01     5.6990650499e-01     20.97       1616.7
17139    16850    1104     208      7.2111000000e-01     5.6990650499e-01     20.97       1618.3
17161    16872    1102     134      7.2111000000e-01     5.6990650499e-01     20.97       1620.5
17191    16902    1108     178      7.2111000000e-01     5.6990650499e-01     20.97       1623.9
17218    16929    1111     179      7.2111000000e-01     5.6990650499e-01     20.97       1625.8
17231    16942    1110     135      7.2111000000e-01     5.7034485406e-01     20.91       1628.8
17257    16968    1112     135      7.2111000000e-01     5.7034485406e-01     20.91       1632.1
17273    16984    1118     181      7.2111000000e-01     5.7034485406e-01     20.91       1634.6
17308    17019    1121     137      7.2111000000e-01     5.7149778174e-01     20.75       1637.1
17326    17037    1119     214      7.2111000000e-01     5.7149778174e-01     20.75       1640.2
17348    17059    1121     138      7.2111000000e-01     5.7197002950e-01     20.68       1641.9
17363    17073    1122     214      7.2111000000e-01     5.7197002950e-01     20.68       1643.2
17375    17085    1120     216      7.2111000000e-01     5.7197002950e-01     20.68       1646.4
17411    17121    1124     139      7.2111000000e-01     5.7197002950e-01     20.68       1648.5
17423    17133    1126     218      7.2111000000e-01     5.7197002950e-01     20.68       1652.7
17442    17152    1127     139      7.2111000000e-01     5.7572994614e-01     20.16       1655.9
17473    17183    1128     219      7.2111000000e-01     5.7572994614e-01     20.16       1657.6
17501    17211    1132     76       7.2111000000e-01     5.7572994614e-01     20.16       1660.5
17522    17232    1135     220      7.2111000000e-01     5.7577270685e-01     20.15       1662.7
17561    17271    1138     136      7.2111000000e-01     5.7580765904e-01     20.15       1665.1
17585    17295    1138     224      7.2111000000e-01     5.7580765904e-01     20.15       1666.5
17640    17350    1143     77       7.2111000000e-01     5.7580765904e-01     20.15       1669.5
17659    17369    1142     78       7.2111000000e-01     5.7580765904e-01     20.15       1670.4
17689    17399    1136     81       7.2111000000e-01     5.7580765904e-01     20.15       1674.1
17703    17413    1140     144      7.2111000000e-01     5.8421500269e-01     18.98       1677.3
17727    17437    1142     87       7.2111000000e-01     5.8421500269e-01     18.98       1679.6
17745    17455    1142     87       7.2111000000e-01     5.8421500269e-01     18.98       1681.0
17763    17473    1144     88       7.2111000000e-01     5.8421500269e-01     18.98       1684.1
17803    17513    1144     88       7.2111000000e-01     5.8421500269e-01     18.98       1686.8
17824    17534    1147     89       7.2111000000e-01     5.8421500269e-01     18.98       1689.5
17870    17580    1151     94       7.2111000000e-01     5.8421500269e-01     18.98       1693.4
17911    17621    1156     102      7.2111000000e-01     5.8421500269e-01     18.98       1696.6
17944    17654    1155     105      7.2111000000e-01     5.8421500269e-01     18.98       1699.9
17973    17683    1156     105      7.2111000000e-01     5.8421500269e-01     18.98       1701.2
17993    17703    1160     107      7.2111000000e-01     5.8421500269e-01     18.98       1702.6
18042    17751    1157     108      7.2111000000e-01     5.8421500269e-01     18.98       1704.1
18097    17806    1160     198      7.2111000000e-01     5.8421500269e-01     18.98       1708.3
18156    17865    1159     199      7.2111000000e-01     5.8421500269e-01     18.98       1711.1
18180    17889    1161     200      7.2111000000e-01     5.8421500269e-01     18.98       1712.6
18229    17938    1164     151      7.2111000000e-01     5.8421500269e-01     18.98       1714.8
18265    17974    1164     200      7.2111000000e-01     5.8421500269e-01     18.98       1715.8
18308    18017    1167     201      7.2111000000e-01     5.8421500269e-01     18.98       1716.7
18352    18061    1165     152      7.2111000000e-01     5.8421500269e-01     18.98       1719.8
18379    18088    1164     205      7.2111000000e-01     5.8421500269e-01     18.98       1723.2
18417    18126    1168     205      7.2111000000e-01     5.8421500269e-01     18.98       1725.8
18441    18150    1170     153      7.2111000000e-01     5.8421500269e-01     18.98       1728.2
18481    18190    1172     249      7.2111000000e-01     5.8421500269e-01     18.98       1729.7
18522    18231    1173     155      7.2111000000e-01     5.8421500269e-01     18.98       1732.5
18552    18261    1175     250      7.2111000000e-01     5.8421500269e-01     18.98       1734.4
18586    18295    1175     156      7.2111000000e-01     5.8421500269e-01     18.98       1738.6
18622    18331    1175     253      7.2111000000e-01     5.8421500269e-01     18.98       1741.6
18650    18359    1177     154      7.2111000000e-01     5.8485804204e-01     18.89       1744.6
18676    18385    1177     210      7.2111000000e-01     5.8485804204e-01     18.89       1746.6
18719    18428    1180     157      7.2111000000e-01     5.9762494887e-01     17.12       1748.3
18753    18462    1182     212      7.2111000000e-01     5.9762494887e-01     17.12       1750.0
18772    18481    1181     213      7.2111000000e-01     5.9762494887e-01     17.12       1752.8
18804    18513    1183     158      7.2111000000e-01     6.0074373685e-01     16.69       1754.5
18837    18546    1184     214      7.2111000000e-01     6.0074373685e-01     16.69       1755.8
18860    18569    1185     215      7.2111000000e-01     6.0074373685e-01     16.69       1758.1
18895    18604    1184     216      7.2111000000e-01     6.0103930420e-01     16.65       1759.8
18926    18635    1183     217      7.2111000000e-01     6.0103930420e-01     16.65       1762.8
18951    18660    1184     160      7.2111000000e-01     6.0103930420e-01     16.65       1765.4
18985    18694    1184     161      7.2111000000e-01     6.0103930420e-01     16.65       1767.7
19024    18733    1185     220      7.2111000000e-01     6.0103930420e-01     16.65       1769.3
19068    18777    1185     162      7.2111000000e-01     6.0103930420e-01     16.65       1771.2
19102    18811    1189     222      7.2111000000e-01     6.0103930420e-01     16.65       1773.7
19158    18867    1191     222      7.2111000000e-01     6.0103930420e-01     16.65       1776.4
19183    18892    1194     164      7.2111000000e-01     6.0103930420e-01     16.65       1778.7
19209    18918    1196     212      7.2111000000e-01     6.0103930420e-01     16.65       1780.6
19223    18932    1198     167      7.2111000000e-01     6.0641933746e-01     15.90       1782.6
19267    18976    1196     179      7.2111000000e-01     6.0641933746e-01     15.90       1785.8
19290    18999    1197     224      7.2111000000e-01     6.0641933746e-01     15.90       1787.5
19338    19047    1199     224      7.2111000000e-01     6.0641933746e-01     15.90       1789.5
19398    19107    1201     168      7.2111000000e-01     6.0642627561e-01     15.90       1791.2
19446    19155    1199     218      7.2111000000e-01     6.0642627561e-01     15.90       1792.5
19479    19188    1200     222      7.2111000000e-01     6.0642627561e-01     15.90       1793.6
19547    19256    1204     228      7.2111000000e-01     6.0642627561e-01     15.90       1795.5
19610    19319    1203     229      7.2111000000e-01     6.0642627561e-01     15.90       1796.8
19642    19351    1199     230      7.2111000000e-01     6.0642627561e-01     15.90       1798.8
19678    19387    1199     232      7.2111000000e-01     6.0642627561e-01     15.90       1801.1
19712    19421    1203     234      7.2111000000e-01     6.0642627561e-01     15.90       1802.5
19766    19475    1201     242      7.2111000000e-01     6.0642627561e-01     15.90       1806.7
19795    19504    1202     243      7.2111000000e-01     6.0642627561e-01     15.90       1808.4
19852    19561    1203     244      7.2111000000e-01     6.0642627561e-01     15.90       1809.7
19870    19579    1205     245      7.2111000000e-01     6.0642627561e-01     15.90       1812.0
19923    19632    1202     248      7.2111000000e-01     6.0642627561e-01     15.90       1815.2
19959    19668    1202     252      7.2111000000e-01     6.0642627561e-01     15.90       1816.7
19978    19687    1205     254      7.2111000000e-01     6.0642627561e-01     15.90       1817.8
20024    19733    1205     260      7.2111000000e-01     6.0642627561e-01     15.90       1819.0
20060    19769    1203     265      7.2111000000e-01     6.0642627561e-01     15.90       1820.7
20089    19798    1206     268      7.2111000000e-01     6.0642627561e-01     15.90       1822.5
20106    19815    1205     269      7.2111000000e-01     6.0642627561e-01     15.90       1827.4
20120    19829    1209     270      7.2111000000e-01     6.0642627561e-01     15.90       1829.2
20181    19890    1208     280      7.2111000000e-01     6.0642627561e-01     15.90       1831.0
20237    19946    1210     297      7.2111000000e-01     6.0642627561e-01     15.90       1832.5
20266    19975    1207     300      7.2111000000e-01     6.0642627561e-01     15.90       1834.1
20300    20009    1213     304      7.2111000000e-01     6.0642627561e-01     15.90       1835.6
20318    20027    1213     307      7.2111000000e-01     6.0642627561e-01     15.90       1838.3
20347    20056    1214     313      7.2111000000e-01     6.0642627561e-01     15.90       1840.1
20379    20088    1216     315      7.2111000000e-01     6.0642627561e-01     15.90       1842.6
20399    20108    1218     317      7.2111000000e-01     6.0642627561e-01     15.90       1844.8
20434    20143    1217     323      7.2111000000e-01     6.0642627561e-01     15.90       1848.0
20455    20164    1214     326      7.2111000000e-01     6.0642627561e-01     15.90       1850.2
20474    20183    1217     328      7.2111000000e-01     6.0642627561e-01     15.90       1851.7
20521    20230    1218     332      7.2111000000e-01     6.0642627561e-01     15.90       1853.8
20583    20292    1218     340      7.2111000000e-01     6.0642627561e-01     15.90       1855.1
20614    20323    1217     345      7.2111000000e-01     6.0642627561e-01     15.90       1857.5
20642    20351    1217     347      7.2111000000e-01     6.0642627561e-01     15.90       1860.2
20678    20387    1219     352      7.2111000000e-01     6.0642627561e-01     15.90       1861.5
20701    20410    1222     352      7.2111000000e-01     6.0642627561e-01     15.90       1862.9
20723    20432    1224     356      7.2111000000e-01     6.0642627561e-01     15.90       1865.2
20741    20450    1222     359      7.2111000000e-01     6.0642627561e-01     15.90       1867.7
20769    20478    1226     361      7.2111000000e-01     6.0642627561e-01     15.90       1870.2
20814    20523    1227     367      7.2111000000e-01     6.0642627561e-01     15.90       1871.4
20876    20585    1223     374      7.2111000000e-01     6.0642627561e-01     15.90       1872.9
20905    20614    1226     375      7.2111000000e-01     6.0642627561e-01     15.90       1873.8
20963    20672    1226     384      7.2111000000e-01     6.0642627561e-01     15.90       1875.7
21004    20713    1227     395      7.2111000000e-01     6.0642627561e-01     15.90       1877.2
21034    20743    1223     396      7.2111000000e-01     6.0642627561e-01     15.90       1879.9
21051    20760    1226     398      7.2111000000e-01     6.0642627561e-01     15.90       1882.5
21092    20801    1225     399      7.2111000000e-01     6.0642627561e-01     15.90       1886.1
21130    20839    1227     404      7.2111000000e-01     6.0642627561e-01     15.90       1888.6
21145    20854    1226     406      7.2111000000e-01     6.0642627561e-01     15.90       1889.6
21174    20883    1227     410      7.2111000000e-01     6.0642627561e-01     15.90       1892.5
21220    20929    1231     412      7.2111000000e-01     6.0642627561e-01     15.90       1894.2
21266    20975    1227     413      7.2111000000e-01     6.0642627561e-01     15.90       1896.2
21307    21016    1230     417      7.2111000000e-01     6.0642627561e-01     15.90       1897.2
21346    21055    1229     421      7.2111000000e-01     6.0642627561e-01     15.90       1900.1
21387    21096    1230     424      7.2111000000e-01     6.0642627561e-01     15.90       1901.6
21419    21128    1232     427      7.2111000000e-01     6.0642627561e-01     15.90       1904.3
21443    21152    1234     428      7.2111000000e-01     6.0642627561e-01     15.90       1905.8
21461    21170    1232     430      7.2111000000e-01     6.0642627561e-01     15.90       1907.6
21482    21191    1233     431      7.2111000000e-01     6.0642627561e-01     15.90       1909.1
21545    21254    1230     432      7.2111000000e-01     6.0642627561e-01     15.90       1911.3
21571    21280    1234     433      7.2111000000e-01     6.0642627561e-01     15.90       1912.4
21616    21325    1231     436      7.2111000000e-01     6.0642627561e-01     15.90       1915.2
21642    21351    1233     439      7.2111000000e-01     6.0642627561e-01     15.90       1916.3
21698    21407    1233     440      7.2111000000e-01     6.0642627561e-01     15.90       1918.6
21729    21438    1236     441      7.2111000000e-01     6.0642627561e-01     15.90       1920.2
21762    21471    1239     444      7.2111000000e-01     6.0642627561e-01     15.90       1922.5
21808    21517    1237     450      7.2111000000e-01     6.0642627561e-01     15.90       1923.7
21859    21568    1238     456      7.2111000000e-01     6.0642627561e-01     15.90       1926.3
21883    21592    1238     458      7.2111000000e-01     6.0642627561e-01     15.90       1929.2
21917    21626    1238     460      7.2111000000e-01     6.0642627561e-01     15.90       1930.9
21962    21671    1241     464      7.2111000000e-01     6.0642627561e-01     15.90       1934.1
21994    21703    1243     465      7.2111000000e-01     6.0642627561e-01     15.90       1935.1
22028    21737    1245     469      7.2111000000e-01     6.0642627561e-01     15.90       1937.6
22065    21774    1242     477      7.2111000000e-01     6.0642627561e-01     15.90       1940.2
22086    21795    1243     478      7.2111000000e-01     6.0642627561e-01     15.90       1942.5
22149    21858    1246     480      7.2111000000e-01     6.0642627561e-01     15.90       1946.5
22208    21917    1245     492      7.2111000000e-01     6.0642627561e-01     15.90       1948.3
22252    21961    1245     495      7.2111000000e-01     6.0642627561e-01     15.90       1949.9
22287    21996    1250     497      7.2111000000e-01     6.0642627561e-01     15.90       1951.2
22315    22024    1248     499      7.2111000000e-01     6.0642627561e-01     15.90       1953.3
22344    22053    1249     500      7.2111000000e-01     6.0642627561e-01     15.90       1954.7
22369    22078    1252     502      7.2111000000e-01     6.0642627561e-01     15.90       1957.6
22424    22133    1253     505      7.2111000000e-01     6.0642627561e-01     15.90       1959.5
22461    22170    1252     508      7.2111000000e-01     6.0642627561e-01     15.90       1961.3
22492    22201    1253     509      7.2111000000e-01     6.0642627561e-01     15.90       1964.2
22521    22230    1252     510      7.2111000000e-01     6.0642627561e-01     15.90       1966.9
22579    22288    1252     516      7.2111000000e-01     6.0642627561e-01     15.90       1970.0
22608    22317    1253     517      7.2111000000e-01     6.0642627561e-01     15.90       1971.8
22631    22340    1256     518      7.2111000000e-01     6.0642627561e-01     15.90       1973.2
22713    22422    1256     526      7.2111000000e-01     6.0642627561e-01     15.90       1975.4
22749    22458    1260     529      7.2111000000e-01     6.0642627561e-01     15.90       1976.6
22805    22514    1256     536      7.2111000000e-01     6.0642627561e-01     15.90       1978.7
22849    22558    1258     542      7.2111000000e-01     6.0642627561e-01     15.90       1980.8
22888    22597    1261     544      7.2111000000e-01     6.0642627561e-01     15.90       1982.3
22932    22640    1259     548      7.2111000000e-01     6.0642627561e-01     15.90       1984.3
22954    22662    1261     550      7.2111000000e-01     6.0642627561e-01     15.90       1985.5
22980    22688    1261     551      7.2111000000e-01     6.0642627561e-01     15.90       1987.7
23013    22721    1262     555      7.2111000000e-01     6.0642627561e-01     15.90       1989.2
23054    22762    1265     561      7.2111000000e-01     6.0642627561e-01     15.90       1990.7
23094    22802    1267     569      7.2111000000e-01     6.0642627561e-01     15.90       1992.4
23121    22829    1266     572      7.2111000000e-01     6.0642627561e-01     15.90       1996.4
23148    22856    1265     573      7.2111000000e-01     6.0642627561e-01     15.90       1998.5
23190    22898    1265     580      7.2111000000e-01     6.0642627561e-01     15.90       2000.2
23242    22950    1263     586      7.2111000000e-01     6.0642627561e-01     15.90       2003.4
23263    22971    1268     589      7.2111000000e-01     6.0642627561e-01     15.90       2004.8
23310    23018    1267     594      7.2111000000e-01     6.0642627561e-01     15.90       2007.1
23343    23051    1268     597      7.2111000000e-01     6.0642627561e-01     15.90       2011.8
23369    23077    1268     604      7.2111000000e-01     6.0642627561e-01     15.90       2013.5
23403    23111    1272     607      7.2111000000e-01     6.0642627561e-01     15.90       2016.0
23439    23147    1274     613      7.2111000000e-01     6.0642627561e-01     15.90       2018.2
23485    23193    1274     617      7.2111000000e-01     6.0642627561e-01     15.90       2019.9
23514    23222    1277     621      7.2111000000e-01     6.0642627561e-01     15.90       2021.5
23549    23257    1278     627      7.2111000000e-01     6.0642627561e-01     15.90       2022.5
23587    23295    1274     632      7.2111000000e-01     6.0642627561e-01     15.90       2024.8
23633    23341    1276     635      7.2111000000e-01     6.0642627561e-01     15.90       2026.7
23670    23378    1273     640      7.2111000000e-01     6.0642627561e-01     15.90       2027.9
23703    23411    1274     647      7.2111000000e-01     6.0642627561e-01     15.90       2030.1
23739    23447    1278     650      7.2111000000e-01     6.0642627561e-01     15.90       2031.6
23788    23496    1277     654      7.2111000000e-01     6.0642627561e-01     15.90       2033.5
23827    23535    1280     659      7.2111000000e-01     6.0642627561e-01     15.90       2036.1
23884    23592    1275     664      7.2111000000e-01     6.0642627561e-01     15.90       2039.9
23915    23623    1278     665      7.2111000000e-01     6.0642627561e-01     15.90       2040.9
23937    23645    1280     665      7.2111000000e-01     6.0642627561e-01     15.90       2043.0
24000    23708    1281     669      7.2111000000e-01     6.0642627561e-01     15.90       2044.8
24062    23770    1289     673      7.2111000000e-01     6.0642627561e-01     15.90       2046.6
24089    23797    1288     678      7.2111000000e-01     6.0642627561e-01     15.90       2049.4
24124    23832    1289     679      7.2111000000e-01     6.0642627561e-01     15.90       2050.8
24167    23875    1290     683      7.2111000000e-01     6.0642627561e-01     15.90       2053.1
24216    23924    1291     691      7.2111000000e-01     6.0642627561e-01     15.90       2054.1
24288    23996    1291     692      7.2111000000e-01     6.0642627561e-01     15.90       2055.7
24327    24035    1286     700      7.2111000000e-01     6.0642627561e-01     15.90       2058.4
24365    24073    1284     705      7.2111000000e-01     6.0642627561e-01     15.90       2061.1
24398    24106    1285     708      7.2111000000e-01     6.0642627561e-01     15.90       2064.5
24425    24133    1288     710      7.2111000000e-01     6.0642627561e-01     15.90       2066.2
24443    24151    1296     715      7.2111000000e-01     6.0642627561e-01     15.90       2067.5
24464    24172    1299     720      7.2111000000e-01     6.0642627561e-01     15.90       2068.9
24489    24197    1302     726      7.2111000000e-01     6.0642627561e-01     15.90       2071.5
24524    24232    1311     734      7.2111000000e-01     6.0642627561e-01     15.90       2075.0
24550    24258    1307     737      7.2111000000e-01     6.0642627561e-01     15.90       2077.2
24577    24285    1310     738      7.2111000000e-01     6.0642627561e-01     15.90       2079.1
24603    24311    1310     744      7.2111000000e-01     6.0642627561e-01     15.90       2080.6
24631    24339    1308     750      7.2111000000e-01     6.0642627561e-01     15.90       2083.3
24660    24368    1313     758      7.2111000000e-01     6.0642627561e-01     15.90       2085.8
24686    24394    1315     104      7.2111000000e-01     6.0642627561e-01     15.90       2087.1
24708    24416    1315     105      7.2111000000e-01     6.0642627561e-01     15.90       2088.9
24731    24439    1316     169      7.2111000000e-01     6.1839654290e-01     14.24       2090.8
24764    24472    1321     108      7.2111000000e-01     6.1858737780e-01     14.22       2094.3
24789    24497    1322     108      7.2111000000e-01     6.1858737780e-01     14.22       2095.7
24811    24519    1324     311      7.2111000000e-01     6.1858737780e-01     14.22       2097.0
24829    24537    1330     312      7.2111000000e-01     6.1858737780e-01     14.22       2098.1
24843    24551    1332     313      7.2111000000e-01     6.1858737780e-01     14.22       2100.5
24869    24577    1332     314      7.2111000000e-01     6.1858737780e-01     14.22       2102.6
24915    24623    1328     323      7.2111000000e-01     6.1858737780e-01     14.22       2105.4
24938    24646    1331     116      7.2111000000e-01     6.1858737780e-01     14.22       2107.9
24959    24667    1334     116      7.2111000000e-01     6.1858737780e-01     14.22       2108.9
24983    24691    1334     118      7.2111000000e-01     6.1858737780e-01     14.22       2110.7
25001    24709    1338     119      7.2111000000e-01     6.1858737780e-01     14.22       2112.9
25015    24723    1342     227      7.2111000000e-01     6.1858737780e-01     14.22       2116.8
25034    24742    1343     409      7.2111000000e-01     6.1858737780e-01     14.22       2119.8
25058    24766    1343     124      7.2111000000e-01     6.1858737780e-01     14.22       2122.6
25076    24784    1349     230      7.2111000000e-01     6.1858737780e-01     14.22       2124.2
25105    24813    1348     333      7.2111000000e-01     6.1858737780e-01     14.22       2127.5
25118    24826    1347     334      7.2111000000e-01     6.1858737780e-01     14.22       2129.6
25140    24848    1351     231      7.2111000000e-01     6.1858737780e-01     14.22       2134.7
